kakafketaq	one who panics easily		какафкытақ	
kakaq	woman's underpants; fancy panties	used in the dual, kakak, for one pair of underpants; also slang for vagina	какақ	
kakavaatagh-	to be extremely panicky		какавāтаӷ-	
kakave-	to panic	kakavuq ‘he panicked’ / kakaftaa ‘he caused her to panic’; kakavutkaa ‘he panicked on account of it’	какавы-	
kakeg-		root; > kakeglluk, kakeghqe-	какыг-	
kakeggmillaghqe-	to make one’s nose bleed	Chukotkan (R)	какыхмьильяҳқы-	hfp,bdfnm ct,t yjc
kakeghqe-	to have a bloody nose; to have a nosebleed		какыҳқы-	
kakeglliigh-	to have a runny or snotty nose	kakeglliightuq ‘he has a snotty nose’ /	какыхльӣӷ-	
kakegllugigh-	to wipe or blow one's nose	kakegllugightuq ‘he wiped his (own) nose’; kakegllugighaa ‘he wiped his (another's) nose’ /	какыхльюгиӷ-	
kakegllugiitaq	handkerchief; tissue		какыхльюгӣтақ	
kakegllugtu-	to have a congested nose	kakegllugtuuq ‘he has a stuffed nose’ /	какыхльюхту-	
kakeglluk	runny mucus; snot		какыхльюк	
kakegsuk	the tip of something	qateghyiighaq napaqam kakegsugaakun nalugtuq ‘a small bird landed on the top tip of a pole’; kakegsugmi qakma yuuk qineghpeghwaaghaquq ‘the man on top of the house is looking around diligently (as with binoculars)’	какыхсюк	
kakegte-	to have a bloody nose; to have a nosebleed		какыхты-	
kakek	apex or uppermost part where roof poles meet and are lashed together in the traditional dome-shaped house, the mangteghapik (q.v.)	cf. kaagkaq	какык	
kakelighte-	to have a cold		какылиҳты-	ghjcne;ty
kaki	heavy cloth	Aghnam ighneni kakigneng qiipaghiighaa. ‘The woman made a cover parka of heavy cloth for her son.’ (SLI JR. DICT. 72)	каки	
kaki-	to sew	kakiiq ‘he sewed’; kakii ‘he sewed it’ / Mekestaaghhaalunga liitunga kakimeng. ‘When I was small I learned sewing.’ (SIVUQ. NANGAGH. 1:94)	каки-	
kakiigh-	to keep on sewing		какӣӷ-	
kakiiq	fish spear; fork		какӣқ	
kakiqraasiq	awl		какиқшāсиқ	ibkj
kakivike-	to sew something onto (it); to fasten a charm onto (him)	kakivikaa ‘he sewed something onto it, fastened a charm onto him’ /	какивикы-	
kaksaate-	to throw something (belt, rope, etc.) over someone; to whip	Chukotkan (R);  =kagsaate	какся̄ты-	gthtrblsdfnm xnj-k> xthtp rjuj-k> ølkbyyst ghtlvtns° htvyb. dthtdrb b n>g>
kaksagte-	to whip	kaksagtaa ‘he whipped it’ / = kagsagte-	каксяхты-	
kakuuy, kakguuy	oh my!	exclamatory particle; expresses surprise, fear, wonder or dismay at what one has experienced; = kuy	какӯӥ, какхӯӥ	
kalanta	calendar		калянта	
kalefkaghte-	to sink suddenly	kalefkaghtuq ‘it suddenly sank’/	калыфкаҳты-	
kaleftaq	small plain (running?) stitch		калыфтақ	
kalerae	color		калыраы	
kaleru-	to brag about one’s possessions	aghnam aqelqani kalerusimakanga saghyamineng ‘the women bragged to her guest about her possessions’	калыру-	
kaleve-	to sink into water, mud, snow, etc.; to drown	kalevuq ‘it sank’ / kaleftaa ‘he made it sink’	калывы-	
kalevnaq, kalefkagnaq	snow into which sled runners can sink while traveling		калывнақ, калыфкагнақ	
kalilae	dalmation dog		калиляы	
kallagneq	drum-beat; rhythm	kallagneghet ‘drum-beats’	кальягнық	
kallagte-	to drum (and sing); to beat the drum	kallagtuq ‘he beat the drum’ /	кальяхты-	
kalleghta	a certain ball game	called aaghqutaq by Chukotkans and by some St. Lawrence Islanders	кальыҳта	
kallite-	to be thundering		кальиты-	
kallngugh-	assembled; gathered	postural root; kallngughtut ‘they gathered’; kallngughtii ‘he gathered them’; kallngughngaat ‘they are gathered’; kallngughtiiq ‘he gathered people or things together’	кальңуӷ-	
kallugughte-	for there to start to be thunder	kallugughtuq or kallugughtaa ‘it’s starting to thunder’ /	кальюгуҳты-	
kalluk	thunder	also dual, kallugek, for a single clap or peal of thunder; kallugek nagaqughagka ‘I heard the thunder clap’; alinguq kallugegneng ‘he is afraid of thunder’	кальюк	
kalngagaq	storage bag; burlap sack; gunny sack		калңагақ	
kalngagmig-	to put into a sealskin bag	kalngagmigaa ‘he put it into a bag’	калңагмиг-	
kalngagtaq	backpack	traditional or modern	калңахтақ	
kalngak1	sealskin bag	the skin is cut around the seal's neck and removed that way and then the flippers are cut off and the various holes sewn up and a new opening is made and reinforced across the upper front	калңак1	
kalngak2	shark	perhaps the same as kalngak1 ‘sealskin sack’ due to similarity in appearance with the shark's mouth resembling the sealskin bag's opening	калңак2	
kalngapegaq	cloth bag	Chukotkan (R)	калңапыгақ	vtijr bp nrfyb
kalugllaka	oh, how big!	particle	калюхльяка	
kaluka	large knife used for butchering whales	= kanuka	калюка	
kamagragh-	to butt		камаграӷ-	
kamagraq	elephant	this noun form, with its very specific meaning, is a direct nominalization of the verb form which has the more general meaning ‘to butt’; the elephant is known only through contact with outsiders	камаграқ	
kamagriitaq	whip used to drive a reindeer herd	Chukotkan (R)	камагрӣтақ	
kamagrin	mammoth; mastodon; buried tusk of mammoth or mastodon	= kamagrita, Chukotkan; cf. kamagraq	камагрин	
kamagrita	mammoth; mastodon; buried tusk of mammoth or mastodon	= kamagrin, Chukotkan; cf. kamagraq	камагрита	
kameg-	to put on skin-boots	kamegtuq ‘he put on boots’; kaamgaa ‘he put boots on her ‘/ 	камыг-	
kamegragh-	to drive reindeer with a sharp stick	Chukotkan (V & E)	камыграӷ-	gjujyznm jktytq [jhttv
kamegtaaq	ceremonial object of bone shaped like tip of whale fluke	blackened with whale eye fluid, attached to a rope on a pole (aghvegheqetaq), swung to the four corners of the house when a whale is caught. cf. kamek	камыхтāқ	
kamek	skin-boot	kaamga ‘his boot’; kamegkek (or kaamgek) ‘his boots2’; kaamka ‘my boot’; kaamgegka ‘my boots2’; kaamgightuq ‘he took off his boots’	камык	
kamekruk	winkle; whelk		камыкшук	
kamepik	woman's knee-high winter boot with bleached sealskin top		камыпик	
kameraaq	rubber boot; shoe	kameraaghqek ‘his shoes or rubber boots2’; kameraaghegka ‘my shoes rubber boots2’	камырāқ	
kamgusluk	person who runs errands; errand boy	Ayumiq nukalpigat kamguslukaqiit kiyang ‘long ago, they usually used the young men for running errands’; anglinaqnguluni kamguslugukaaftuq ‘when he was growing up, he was an errand boy’	камгусльюк	
kamiigh-	to make boots		камӣӷ-	
kamulugaq	worn-out skin-boot	Kaalluki piyaqminiki iimqaghneghem ilungani kamulugalghun ukiqeghllakat. ‘When she got to them (she saw that) inside the depression there were worn-out skin boots with holes in them.’ (SIVUQ. NANGAGH. 3:198)	камулугақ	
kanagalqwaaq	fibula		канагальқӱāқ	
kanagaq	shin; tibia		канагақ	
kanagayaaq	shin-high skin-boot		канагая̄қ	
kanagh-	to step through soft ice or into a hole 	may imply drowning as well	канаӷ-	
kanagha-	to walk with difficulty through soft snow	kanaghastaa mughayaghllagem aglaghyan ighivgaq elpesinun ‘the soft deep snow made him wade and struggle through on his way to your house yesterday’	канаӷа-	
kanaghaghte-	to put (it) in quickly		канаӷаҳты-	
kanaghite-	to sink in the ocean and be hard to pull up (of a heavy sea mammal)	kanaghitkaq ayveq pegnem sayugumakangat ‘they barely pulled up the large walrus that sank’; naghullegluku kalevluni kanaghisimalghii ‘they harpooned it and it sank and was hard to pull up’	канаӷиты-	
kanaghtaagh-	to keep in a container		канаҳтāӷ-	
kanaghtaaghvik	prison	Chukotkan (R)	канаҳтāӷвик	n/hmvf. vtcnj pfrk/xtybz
kanaghtaq	food put into a container to ferment		канаҳтақ	
kanaghte-	to put into container	kanaghtaa ‘he put it in’ / aghnam kanaghquutqaa neqa aavguqaq qulmesiitmun ‘the woman is putting cut-up pieces of meat into the cooking pot’	канаҳты-	
kanaghutaq	sleeping bag	Chukotkan	канаӷутақ	
kanakiiwhte-	to stare downwards with the head bent down; to keep one’s eyes lowered	qugayunghilngughestun taana quunpeng kanakiiwhluni ‘that person is always looking down just as if he’s ignoring everyone’; efqughyunghitem kanakiiwhluni naghughtii esghaghyukaghpenaki ‘he didn’t want to look at them when he was passing by because he had a grudge against them’	канакӣӱты-	
kanalighneq	lower part or end		каналиӷнық	
kanavagh-	to move downwards; to go out to sea; for west wind to blow		канаваӷ-	
kanavaq	west; west wind		канавак	
kanegh-	to frost	kaneghtuq or kaanghaa ‘it frosted’ /	каныӷ-	
Kaneghyengesi, Kaneghyengesiq	December	possibly literally, ‘time of small frost’; also listed in various sources as October-November, and November	Каныӷӥыңыси, Каныӷӥыңысиқ	
kaneq	frost		канық	
kangeq1	underhair; inner bird down	qawaagem melqwan kaangha aliightuq ghhiitaghyalghiimi ‘the down showed when the bird's feathers were plucked’	каңық1	
kangeq2	cause; heart of the matter; principle behind something	kaangghituq taakut aghivatellghat ‘there is no cause for their quarrel’	каңық2	
kangestiiqu-	to go to a place bringing one’s supplies and equipment in several trips	kangestiiqumeng pegnem kaatukut ‘we barely got there by bringing our gear and coming back and bringing more’	каңыстӣқу-	
kanggha	excitement; elation; mirth; joy		каңӷа	
kangghalugte-	to feel better after an illness		каңӷалюхты-	
kangghaluk	elation		каңӷалюк	
kangghuk	crunching noise; rales (raspy scraping sounds made when lungs are full of fluid)	ilangquq kangghutun tamaagaa ‘she made crunching noises when chewing on the ice’	каңӷук	
kangghwaak	oldsquaw duck (Clangula hyemalis)	kangghwaagniightuq ‘he hunted oldsquaw’; kangghwaagtuq ‘he caught oldsquaw’; kangghwaaliightuq ‘he cooked oldsquaw’; kangghwaagtughtuq ‘he ate oldsquaw’	каңӷӱāк	
Kangighaghpak	bay at inland end of Aghnaghak Lagoon (Aghnaghaak) on St. Lawrence Is.	see Map 4 in Appendices	Каңиӷаҳпак	
kangighaq	corner; cove; inlet		каңиӷақ	
Kangighaq	Kangeeghuk Bay on St. Lawrence Is.	see Map 6 in Appendices	каңиӷақ	
kangighin	bight in ice; ice-free cove in shore ice or in large ice floe	see item 24 on list in Oozeva et al. 2004	каңиӷин	
kangightelleq	knot used to make loop at end of rope; bowline	= kangightilleq	каңиҳтыльық	
kangightilleq	knot used to make loop at end of rope; bowline	= kangightelleq	каңиҳтильық	
Kangii	Kangee Camp or Camp Collier and Kangee Bay on St. Lawrence Is.	see Map 4 in Appendices	Каңӣ	
kangii-	to take away from oneself	Chukotkan (V&E)	каңӣ-	jndjlbn jn ct,z
kangin	end of open-water cove or open lead in ice; edge of open water within the ice	see item 25 in list in Oozeva et al. 2004	каңин	
kangiq	indentation on shoreline; loop at end of rope	tapghaam kangii tagivaghhu; uygunaqaqa ‘hand me the loop on the rope; I’ll add some more rope to it’	каңиқ	
kangiqliq*	thing at inner end; wisdom tooth; molar		каңиқльиқ	
kangisqaq	back of sled	Chukotkan	каңисқақ	
kangita	wedge shaped open water to the side of where pack ice touches shore ice	used in the dual, kangitek, for one such area of water	каңита	
kangkasighpak	tornado; cyclone		каңкасиҳпак	
kangkasiq	whirlwind		каңкасиқ	
kangl-		root; > kangllaagh-, kanglluugte-, kanglu-; cf. kangsugh-	каңл-	
kangllaagh-	to close in on something	Chukotkan	каңлья̄ӷ-	
kanglluute-	to stand or crowd around something in large numbers	kanglluutut ‘they crowded around’; kanglluutaat ‘they crowded around it’ / 	каңлью̄ты-	
kanglu-, kangllu-	to surround; to crowd around	kanglaat ‘they are surrounding it’ / kangliigut ‘they are surrounding something’	каңлю-, каңлью-	
kangpesae	compass	used in the dual, kangpesek, for one compass	каңпыса	
Kangqaaq	Kongkok Bay and Basin on St. Lawrence Is.	see Map 4 in Appendices	Каңқāқ	
kangqwaaq	small pieces of ice in the sea loosely clustered together; shuga (?)	cf. kaangwqagh-	каңқӱāқ	
kangraak	crunching, squeaky, raspy, grating noise	terakterek qiifqaghllutek kangraatun uyghaget sementekun kagimsimiita kangghuguuteghllallghegkenka tupagpagtesteghllagaagnenga ‘as the tractor made a squeaky sudden turn on the gravelly cement, there was a grating sound that startled me’	каңрāк	
kangsugh-	to be too large to fit in an opening	kangsughtuq ‘it is too large to fit’; kangsughaa ‘it is to large to fit through it’ / cf. kangl-	каңсюӷ-	yt dvtofncz
kangsumqaghte-	to get stuck trying to go through an opening		каңсюмқаҳты-	
kangsuute-	to crowd together in a small area		каңсю̄ты-	
kangulga	south polar skua (Catharacta maccormicki)	Chukotkan (V & E)	каңулга	gjvjhybr. vjhcrjq hfp,jhybr
kangyaaqe-	to see (him) off on a trip	Chukotkan	каңья̄қы-	
kaniiyugte-	to jealously guard one’s priority in a situation	kaniiyuglluni sivuliinaqutka ilani pistegpenaki ‘he tries to remain as the first with out letting others a chance’; kaniiyuglluni weninguq ellnga pillequq ‘he will (do it) because he has been jealously guarding his priority (in these matters)’	канӣюхты-	
kanivaan	diaphram (anatomical)	used in the plural, kanivaatet, for one diaphram	канивāн	
kanti	candy	also used in Chukotka	канти	
kanuk	blood spot or streak		канук	
kanuka	large knife used for butchering whales	= kaluka	канука	
kanuughqe-	to accidently get blood on; to bloody	kanuughquq ‘he bloodied himself’; kanuughqaa ‘he bloodied it’ /	канӯҳқы-	
kanuuguute-	to bleed		канӯгӯты-	
kanuyaaghruk	gun cartridge shell		кануя̄ӷрук	
kanuyae	copper		кануяы	
kape-		root; > kaape-, kapeghte-, kapeqengeltaq, kapeqlak, kapugh-	капы-	
kapeghte-	to pound on something repeatedly; to pound blubber to make it render faster	kapeghtaa ‘he pounded it (blubber)’ / kapeghtiiq ‘he pounded some blubber’	капыҳты-	
kapeghtisiq	blubber pounder		капыҳтисиқ	
kapeqengeltaq	dotted material; paresthesia ("pins and needles" feeling in flesh)		капықыңыльтақ	
kapeqlak	dotted thing		капықльяк	
kapesegak	parka made from red-dyed reindeer skin worn over woman’s overalls		капысыгак	
Kapsagfik	July; August	Chukotkan; said to mean ‘month when plants become fragile’; cf. kape-	Капсяхфик	
kapsagtagh-	to rustle	Chukoktan (R)	капсяхтаӷ-	iehifnm.crhtcnb
kapsak	crunching noise; rustling sound	in particular when dry plants are stepped on; = kavsak	карсяк	
kapugh-	to stab repeatedly; to poke repeatedly; to innoculate people		капуӷ-	
kaputaghaq	short-tailed shearwater (Puffinus tenuirostris)	cf. kape-	капутаӷақ	
kaputaq	awl	Chukotkan (V & E)	капутақ	ibkj
Karakae	Koryak; American Indian	American Indians are the second ethnic group to the east past Inupiaqs as Koryaks are the second ethnic group to the west past Chukchis and hence the the name for Koryaks has been extended by some to mean also American Indian (though Iintiyaghmii (q.v.) is more common)	Каракаы	
kargae	hole in garment	Chukotkan	каргаы	
kasivag-	to encounter or meet head-on unexpectedly	kasivagaa ‘he met it or her head-on’ / kasivagutuq or kasivagiiq ‘he met something or someone head-on’	касиваг-	
kaspeneq	one of the eight seams of the aagra, the insulated inner room of traditional dome-shaped house	Chukotkan (R)	каспынық	
kaspigpak	large overlapping upended and angled piece of thin ice frozen into the sea ice surface	see item 26 on list in Oozeva et al. 2004	каспихпак	
kaspik	overlapping upended and angled piece of thin ice frozen into the sea ice surface; roofing shingle	see item 27 on list in Oozeva et al. 2004; cf. qaspighte-	каспик	
kaspikengeltaq	small overlapping upended and angled piece of thin ice frozen into the sea ice surface	see item 28  on list in Oozeva et al. 2004	каспикыңыльтақ	
kaspugte-	to pass through a specific time or place; to go around; to go through completely from beginning to end; complete (a course of action)	kaspugtaa ataasiq tanqiq ‘he went through one month’; uzivuq kenlanga kaspugtelleghminun taana angqaperuk uzivyaghaq ‘he went around the whole circumference’; college-elluni kaspugtaa ‘he completed going to college’	каспухты-	
kasug-	to bump into something hard; for surf to hit shore; for waves to hit boat; to club (hit hard)	kasugaa ‘he bumped it; the waves hit it’ / kasugiiq ‘he hit something’; kasugutuq ‘he bumped his head on something hard’	касюг-	
kasughqu-	to repeatedly hit (as waves on a cliff)		касюҳқу-	
kasugnaq	rough splashing water that one goes through by boat; swells that hit the side of a boat spraying water in		касюгнақ	
kasugun	club for hitting		касюгун	
katag-	to empty or dump a container outside	katagaa ‘he dumped it outside’ / katagiiq ‘he dumped something outside’	катаг-	
katagvik	dump		катагвик	
katam	like; just like; one's own	particle; katam whaten ‘just like this’; Legan aga anengaat taakwagun nalugutqaghtaghtuq kiwavek uteghvanun. Tawaten katam legan ellngallu nukalpigaq nalugutaaghtuq ighungitgun aghnaghaat. Their older brother would just dive further back towards the east. The young man too just like that would land in between the legs of the girls. (AYUM. UNGIP. IV:4); Tuquneghmeggni mesii qugaaghqwaakayuguniluki, ilangi katam juice-estun ayuqniiqanka. ‘When they ferment, their juice would become quite sour; I would say some of it was just like (orange) juice.’ (SIVUQ. NANGAGH. 1:90); … nunami whani, katam qilagmelngughestun. ‘… on earth as in heaven.’ (Matthew 6.10)	катам	
katamngwaaq	something that is just right; something that fits perfectly	kameraaghqek katamngwaaghuk ‘his rubber boots are a perfect fit’; Qavngaghtarugllaget sikuunka Pedersen-meng ima tukfighat, pinit taakeghllanghilnguut, taakeghpaget katamngwaaghet kenukeggneghilnguut pinit. ‘These old (glover’s) needles that I bought from Pedersen are good, not too long, just right in length, good without (overly) sharp edges.’ (SIVUQ. NANGAGH. 3:94)	катамңāқ	
katamqun	barely; only	particle;  katamqun taawa qayuusim imaghhaa siipsimalghii pagunghaq saghnakaq ‘there are only a cup left of the berries that were picked’; Maaten ilangani nunalgutangit qamaglluteng Quyillegqaasimalghiit. Katamqun yaywaalingiighhaak  unegsimalghiik. ‘Then one time their fellow villagers all went off with the Chukchis. Only the two little orpans remained behind.’ (UNGAZ. UNGIP. 61)	катамқун	
kate-		root; > kaate-, katelghaate-, kateqneq, katengsi-	каты-	
katelghaate-	to come as a group	Upenghami allaghhiinaq qawaak katelghaasagutkaq, ighnilaghasagutkaq. ‘In the spring all sorts of birds came as a group and begane to have young.’ (KALLAG. 6)	катылӷāты-	
katengsi-	to gather or save up something	katengsikestaa pilleghqaghpek sivungani ‘gather your things before you leave’	катыңси-	
kateqneq	herd of walrus in water		катықньық	cnflj vjh;tq
kavenghu	kind of fish called "lake loach"	Chukotkan; exact identification undetermined	кавынӷу	
Kavezruk	former village on the western shore of Providenia Bay in Chukotka	see Map 2 in Appendices	Кавызрук	
kavigh-		root; > kavighqwaa, kavighqwaa-, kavighruk, kavighte-, kavighuute-, kavighyaak, kavighzik-, kavilleq, kavimsiiq, kaviiq, kaviqrak, kavirrakegtaq, kavisengwaaq, kavitaraak, kavite-, kavitun	кавиӷ-	
kavighqwaa-	to blush; to redden	kavighqwaaguq or kavighqwaagaa ‘it turned red, he blushed’ /	кавиҳқӱā-	
kavighruggalek	oh, what a pity!	Chukotkan (R); exclamatory particle	кавиӷрухалык	jq rfr ;fkrj. rfrfz ;fkjcnm>
kavighruk	reddish thing		кавиӷрук	
kavighte-	to redden; to dye red	kavightuq ‘it reddened’; kavightaa ‘he reddened it, it became red’ /	кавиҳты-	
kavighun	red dye; alder bark used to dye skin red		кавиӷун	
kavighuute-	to suddenly emit red light or become reddish		кавиӷӯты-	
kavighyaak	ochre		кавиӷья̄к	
kavighzik	pink color; light reddish color		кавиӷзик	
kaviipik	red fox (Vulpes fulva)		кавӣпик	
kaviiq	fox; especially arctic or white fox (Alopex lagopus)		кавӣқ	
kavilleq	egg yolk	Qaqsungiim manigi qamagtevzighluteng kavillghhuut. ‘The eggs of the kittiwake are almost all yolk.’ (SLI JR. DICT. 94)	кавильық	
kavilnguq*	red thing; the color red	Taakuk qiipaghaak gaaghusikek puygunaanghilkegka. Kavilnguuk piitesiighameng igalgek qatelghiimeng, sungaghyukegtameng, sungaghyaagmeng. ‘I will never forget the cover parka that she wore for cooking. It was red with small flowers printed on it in white, blue and green.’ (SULUWET 13)	кавилңуқ	
kavimsiiq	orange color		кавимсӣқ	
kaviqrak	red dot; measles		кавиқшак	
kavirrakegtaq	bright red color		кавишакыхтақ	
kavisengwaaq	men's knee-high, fur-side in, red-colored summer boot; brick	the ‘brick’ meaning is Chukotkan	кависыңӱāқ	
kavitaraak	reddish thing; reddish dog		кавитарāк	
kavite-	to be red	kavituq ‘it is red’ /	кавиты-	
kavitun	being red	particle; kavitun ayuquq ‘it is red, it’s like it’s red’	кавитун	
kavlek	loud clicking, clattering or knocking sound or noise	kavletun ‘like a loud clicking, clattering or knocking’	кавлык	
kavyug-		root; > kavyugite-, kavyuguute-	кавьюг-	
kavyugite-	to be soft-spoken	kavyugituq ‘he is soft-spoken’ /	кавьюгиты-	
kavyuguute-	to speak softly		кавьюгӯты-	
kawaaq	skin of  young bearded seal	used for making rope	каӱāқ	
kayaaghtaagh-	to flex the arm muscle		кая̄ҳтāӷ-	
kayaali-	to weaken; to get weak	kayaaliiq ‘he got weak’ /	кая̄ли-	
kayaalqe-	to beat; to conquer; to outdo; to win	kayaalqaa ‘he beat him (in a game, etc.)’/ kayaalqiiq ‘he beat someone’	кая̄льқы-	
kayaalqiiraaghute-	to compete	Chukotkan (R)	кая̄льқӣрāӷуты-	cjcnzpfnmcz
kayaaq	biceps	Chukotkan	кая̄қ	
kayaate-	to be weak	kayaatuq ‘he is weak’ / 	кая̄ты-	
kayaghqagh-	to hope		каяҳқаӷ-	
kayagte-	to urge; to send someone on an errand	kayagtaq ‘someone sent on an errand’	каяхты-	
kayalaawi-	to become weak; weaken	of a person; ikfiqliighlleghma entaqun kayalaawighllaguunga ‘I guess I am weakened from my struggle (sickness)’; naayghamun mayulghii kayalaawiiq qaygeghtegpenani ‘he was becoming weak while climbing the moutain with out even reaching the top’	каӥалāӱи-	
kayalnga-	to go somewhere without letting anyone know where	taghnughhaat kayalnganaqeghllaguut ‘the children are constantly going to places without letting any one know’; kayalngatutmineng qenwat iflangwaaghamalghii ‘he got lost because he never told anyone where he was going’	каӥалңа-	
kayanagh-	to be out of condition	kayanaghwaaghuuten wiin apeghiiquvek pilghaaten ‘you are not in shape, so don’t go until you are ready’	каӥанаӷ-	
kayanaq	chaos		каянақ	
kayanqun	something to be added	Llaaghanwha legan kayanqun maana ukighqughaqegkefut, akingilngughmun samun neqmun ukigtelleghput pikayugukefut, enkaam estuwaghput ifliingigalnguq. ‘We could lower the profit margin (if need be); we would adjust it to the value of the food item and then the store wouldn’t suffer a loss.’ (SIVUQ. NANGAGH. 2:80)	каянқун	
kayanqutkaghqaq	something to be added; trim material		каянқуткаҳқақ	
kayaqagh-	to encourage; to shout encouragement	Chukotkan (R)	каяқаӷ-	gjl,flhbdfnm rjuj-k> rhbrjv
kayeme-	to urge; to encourage; to aid; to help	kayemaa ‘he encouraged her’ /	каӥымы-	
kayemghhagh-	to move (something) by leaning and pushing on it	Chukotkan (R)	каӥымҳаӷ-	gthtldbufnmcz. jgbhfzcm yf xnj-k>
kayemugh-, kayemghagh-	to keep encouraging		каӥымуӷ-, каӥымӷаӷ-	
kayengenghaghhaq	sculpin		каӥыңынӷаҳақ	
kayengestaq	small fish of some type	exact identification undetermined	каӥыңыстақ	
kayepghagh-	to scoot oneself along the ice on a small sled pushing with sticks or the like against the ice	kayepghaasit unaghsighhaat uugnangi tuquuqameng ipegsaqameng nuvulget ‘the pushing sticks are made with sharpened nails on one bottom end’; cf. kayeme-, and ayapghaataq	каӥыпҳаӷ-	
kayi-	to cook (chopped seal blubber) to extract oil; to make oil from	kayii ‘he made oil from it’ /	каӥи-	
kayiipa	store-bought bread; flat cake; doughnut	Chukotkan; cf. kayi-	каӥӣпа	
kayngaaghaq*	brown bear cub		каӥңāӷақ	
kayngae	brown bear (Ursus arctos)	kayngetuq ‘he caught a brown bear’; the brown bear is found in Chukotka but only very rarely encountered on St. Lawrence Is.	каӥңаы	
kayngu-	embarrassed; ashamed	emotional root; kaynguyugtuq ‘he feels embarrassed, ashamed, timid’; kayngunaghtuq ‘it causes shame’; kayngukaa or kaynguyukaa ‘he feels shame over it’	каӥңу-	
kayngumiqe-	to be embarrassed		каӥңумиқы-	
kayngungite-	to not be shy; to not be embarrassed or ashamed		каӥңуңиты-	
kayngusaghagh-	to make a fool of oneself		каӥңусяӷаӷ-	
kayngusleghagh-	to become embarrassed by one’s actions but still continue them	yiillgimaluku yuuk iteghluni kayngusleghaghluni nagneghusimakanga ‘he was gossiping about him and he walked in so he (the gossiper) was embarrassed, but he continued gossiping about him’	каӥңуслыӷаӷ-	
kayngutaq	timid person		каӥңутақ	
kayu	sculpin; bullhead; any ocean fish (especially in the sculpin family)		каю	
kayu-		root; > kayaaq, kayaate-, kayun, kayunge-	каю-	
kayun	helper; aid		каюн	
kayunge-	to become faster; to accelerate	kayunguq ‘it got faster’ / kayungtaa ‘it made it faster’; atughtet ikayughyaqmegteki leganqun kayungtiit ‘they responded to the drummers, so they drummed faster’; ivenruutek kayungtikek ‘accelerate the motor’	каюңы-	
kayupik	Pacific staghorn sculpin (Leptocottus armatus)		каюпик	
kayusigh-	to help	kayusighaa ‘he helped her’ / kayusighiiq ‘he is helping’	каюсиӷ-	
kayusiite-	to help out	kayusiituq ‘he helped’; kayusiitaa ‘he helped her out’ /	каюсӣты-	
kayusilleq	grace	word used in Bible translation	каюсильық	
kazegh-	to go out	Chukotkan; questioned	казыӷ-	
kazifkagte-	to walk around something	Chukotkan (R); yugem naayghaq kazifkagsimaa ‘the man walked around the mountain’	казифкахты-	
kazifte-	to spin	kaziftaa ‘he spun it’ /	казиты-	
kaziva	religious ceremony	Chukotkan (R); cf. kazive-	казива	
kazivaalug-	to get dizzy	kazivaalugtuq ‘he got dizzy’ / kazivaalugtestaa ‘it made him dizzy’; kazivaalugsimaanga ‘I became dizzy’	казивāлюг-	
kazive-	to spin; to whirl; to engage in a certain shamanistic rite	kazivuq ‘it spun around’ / kazivutaa ‘he spun around with it’; kaziftaa ‘he spun it’	казивы-	
kazivun	leather strap for lashing; sinew band holding skin on drum frame		казивун	
kazivutkagh-	to be anxious and confused		казивуткаӷ-	
kegaraan	slashes, two, made through skin in crown of head of caught walrus or bearded seal for attaching a rope	kegaraatangakun petugluku iqeghtaghput ‘after fastening a line to it (the caught sea mammal) through the slashes made in the skin of the crown of its head we tethered it to the ice’	кыгаӷāн	
kegaraasigh-	to make slashes through the skin at the crown of the head of a caught walrus or bearded seal to attach a rope for pulling or hoisting	kegaraasighluku iighsughnakesi ‘slash it on the head and put a rope through it and hoist it’	кыгарāсиӷ-	
kegarangiq	surf smelt	exact identification undetermined	кыгараңиқ	
keka	ouch!	= ka, ka em; exclamatory particle; keka, aqnighqaghpenga ‘ouch, you’re hurting me’	кыка	
kelag-	to unravel; to come undone	kelagtuq ‘it came undone’ / kelagtaa ‘he undid it’	кыляг-	
keleg-	to alert someone of an opportunity, danger, etc.; to tell someone that it’s time to act; to invite; to alert; to inform; to startle and scare away (a wild animal)	kelgaa ‘he went and told him that it was time’ /	кылыг-	
keleghvik	groove around the rim of a drum for the thong which holds on the drumskin		кылыӷвик	
kelenga-	to be wary; to be on guard	kelengaaq ‘he was on guard’ / Teghikusat quunpeng kelengaghllagulghiit. ‘Animals are always on the alert.’ (SLI JR. DICT. 75)	кылыңа-	
kelengake-	to guard; to watch for or watch out for; to babysit	kelengakaa ‘he guarded him’, ‘watched over him’, or ‘watched out for him’ /	кылыңакы-	
kelengakista	guard; watchman; babysitter		кылыңакиста	
kelengaruugh-	to watch carefully	Chukotkan (R)	кылыңарӯӷ-	pjhrj cktlbnm
kelevagh-	to go back from shore or behind building; to take back from shore or behind building; to go further into the house or room	kelevaghtuq ‘he went to the back area’; kelevaghaa ‘he took it to the back area’ /	кылываӷ-	
keleve-	to cut into a strip (when making thong from hide)	kelevuq ‘he cut hide into a thong’; kelevaa ‘he cut it into a thong’ /	кылывы-	
kelevlek	male ribbon seal (Phoca fasciata)	cf. keleve-	кылывлык	
kelgugh-	to invite people; to inform people		кылгуӷ-	
