enta	come on; let's do it; well, let's go; excuse me (but, ...)	particle; used when one has finished talking or when one is leaving; enta suka ‘come on hurry’; Upughluni aghnaq kiwanguq qiifqaghtellegaghluni piiwaragkiighluni amigmun, piinguq esghaghluku, “Enta aanaqunga, enta aanaqunga,” alingepiglluni pimakanga. ‘The woman was startled in the back of the house and turned around and went quickly toward the door and said to him after seeing him, “Excuse me I am leaving, Excuse me I am leaving,” she said fearfully.’ (AYUM. UNGIP. II:6); Seghleghhalek aqiiyak. Enta tagi. Tagi neghyaghtuultung. Taakwna avelghaghluku legan. Nallukaaten. ‘Oh boy, a traveler. Now, come. Come, let’s go eat. Just don’t mind those on your way. They don’t know you.’ (AYUM. UNGIP. III:3)	ынта	
entaaghangam	enough already!	particle	ынтāӷаңам	
entami	well, let's see	particle; entami esghaqaghlakun ‘could I just see it’; entamimii naaki iiggat tagivaghyaghqaghten ‘come on let me see the gloves that you are going to give me’	ынтами	
entaqun	maybe; perhaps; probably	particle; entaqun eslallugughhnaqaa ‘maybe it will rain’; Kii, tanqiq a-a-a piituq. Qilawaaq allatmun igleghtuq. Entaqun anuqa nuuggnaquq. ‘Oh, the moon has risen. The clouds are heading in a different direction. Maybe the wind is going to be from a different direction.’ (AYUM. UNGIP. IV:3); Sumemni taakut Siqlugaghyagmiit entaqun 200-300 years-ngut. I think that the Siqlugaghyak group is probably 200-300 years.’ (SIVUQ. NANGAGH. 1:4)	ынтақун	
esgha	look!; look here!; see here!; consider	particle; esgha taana aglaghyulghii ‘look, this person wants to go home’;  Whangkutaqun malikruutaghtaqunga mekestaanghitgun tamaakutgun piightaqukut. Esgha tamaakut uyghaget aangepigtaqut, Neghqutemnguq tagitkaqaqii. ‘You see, we would play along with the smaller ones every now and then. See, those rocks are really big, they say Neghqun brought them there.’ (SIVUQ. NANGAGH. 1:12); Pineghmegteki, naghuyamenguq atkugpagulluteng. Esgha Tuliinkut nalighneghit maaten entaqun Kiwatangaghmiit. ‘They would have seagull skin parkas. Consider the Toolie family, part of them are probably from the Kiwatangaghmiit clan.’ (SIVUQ. NANGAGH. 2:24) 	ысҳа	
esghaghhu	look!; consider!	particle; Tughneghaanghituq. Tughneghaayaquni nunameng ghhataghnganayaghtuq.  Yuguuq. Sangwaa ikfiqa. Esghaghhu ikfiqeghllak sangwaa whaa mangteghamnneng naalkusimaq. ‘He is not a spirit. If he were to be a spirit, he would be floating in the air. He is a person. What is in pain? You see, something that is in dreadful pain is found at our house.’ (AYUM. UNGIP. II:5); Ayveghaghluteng wallu maklaglluteng, qilunganeng entaqun ighneghllungllaghluteng, aatkameng kiighakun whaten qenleghwaaghluteng pimalghiit. Anigumeng, peghqinepigumaat esgha taagnaput, esghaghhu anigumeng imighluki yugusimegteggun mengllaghyagutut. ‘They caught a walrus or bearded seal and made a container from its intestines and placed it between their clothing and body stretched across the chest. They apparently used snow to make water, you see our ancestors were quite smart.’ (SIVUQ. NANGAGH. 2:118)	ысҳаҳу	
esghaqaaluni	it appears  that …; one sees	effectively a particle; Kukulek teskiwna maaken esghaqaaluni, legan napaqam uliwaaghluni ayuquq. 'When you looked out toward Kukulek from here, you could see posts all over the place' (SIVUQ. NANGAGH. 2:160); Qiighqaq esghaqaaluni llangaqa qetkaq inglupigaghmeng iiggmeng, enkaam aatqaa Sivuqaq, Ulimaghistem sivuqaa. 'The shape of the island looks as if it were squeezed or wrung out with one hand. So that is why it is called Sivuqaq, a word that means something "squeezed" and formed by the Creator.' (KALLAG. 8); Taagken mekelghiiq piniighqwaamakanga. Esghaqaaluni nukalpigaq, pinighhalek! 'Then the boy came out in the pink of health. He turned out to be a handsome young man.' (KALLAG. 57)	ысҳақāлюни	
gaymaangi 	extravagantly; despite anything; anyway	Chukotkan; particle; exact meaning undertermined; Gaymaangi nuliighhighnaqaqa. ‘I’m going to take his wife anyway.’ (UNGIPAGHAGH. 43)	гаӥмāңи	
getgeta	some; somehow; barely; holding off	particle	гытхыта	
ggaagraketun	with a rasping or grating sound; in a high-pitched voice	particle; ggaagraketun elngaatall ilagaghtuq ‘she sang in a high-pitched voice’	хāгракытун	
gge	signifies approval	interjectional particle	хы	
gigik	expression of exasperation and/or impatience	exclamatory particle	гигик	
giniwan	expression of hopeless expectation or longing	particle; giniwanllu tagiighllequt whavek ‘she could come here, but of course not, they won’t come’; also giniwanllu or ginawanngam	гиниӱан	
guguk	start!; go!	exclamatory particle; = uuhuk	гугук	
guq 	yes	Chukotkan; particle	гуқ	
haam	enough!; that's enough; all right; so be it	particle; Sangwaa sumeghmikelleghpigaan sivukluku pinaaghan. Haam taawa ungipaatamken. ‘Whatever you thought of most, you will accomplish first. Enough, I have now told you.’ (AYUM. UNGIP. IV:29); = ahaam	гāм	
haamangam	enough!; that's enough; all right; so be it	particle; = haamangamngam	гāмаңам	
haaw 	is anyone there?	particle; = ahaaw	гāӱ	
hay 	what did you say?; huh?	particle; = ay	гаӥ	
heng	now; next	particle; Seghleghhalek qenwatlu mengyaghnaqiinkut-aa, heng elngaatall araghtek. ‘Oh great! We are finally going to be spooked, now yell all you can.’ (SIVUQ. NANGAGH. 3:170); Anipam meteghlluk pimakanga, "Heng, elpegngam.""Aa-a", meteghlluk aangghumalghii.” ‘Owl said to raven, “and next, it’s your turn.” “Yes”, agreed raven.’ (SIVUQ. NANGAGH. 3:222); = eng	гың	
huk	oops!; watch out!; oh dear!	particle; = uuk	гук	
huuy 	what did you say?; anyone there?	particle	гӯӥ	
i	oops!	exclamatory particle	и	
i-ik	expression of surprise or annoyance	Chukotkan (R); exclamatory particle	и-ик	
igamsiqanaghhalek	thank you very much; oh, how grateful that makes one!	particle; =  iyamsiqanaghhalek	игамсиқанаҳалык	
ighivgaq	yesterday; evening; yesterday evening; last night	ighivgaghmi ‘in the evening’; ighivgaangani ‘the day before yesterday, the evening of the day before yesterday, or in the evening of that particular day’; Iteghluni yuget esghaghyaqminiki, yuget ungagpalluut, ighivgaghniineng aangelghiit. ‘He went in and when he saw the people he saw that they had heavy beards and were bigger than (they had been) the day before.’ (UNGAZ. UNGIP. 50)); ighivgaq can serve as a particle as in kaatut ighivgaq ‘they arrived yesterday’	иӷивгақ	dxthf
ighivgaqun	this evening; tonight	particle	иӷивгақун	
igiilluten	behave yourself!; be nice!	particle	игӣльютын	
ihi	expression of doubt, distrust or irony	Chukotkan (R); particle	иьи	
ihihihiy	expression of fright, surprise or suffering	Chukotkan (R); particle	иьиьиьиӥ	
ihik	just like that	Chukotkan (R); particle; ihik ihik ihik aleghqwaa wata ‘just like that, just like that, just like that, talk more’	иьик	
ii-i, ii-ii	see, this is how it is; don’t do it (not now at least)	particle; used when showing how something is, or telling someone not to do something (now); ii-i pillugutefqaafsi ‘don’t  fight now you guys’	ӣ-и, ӣ-ӣ	
iimnanguq	once upon a time	particle; traditional opening word of stories	ӣмнаңуқ	
iitegngam	usually; always; anyway	particle; iitegngam aqupileghyugnaanghituq ‘he usually doesn't feel obligated’	ӣтыгңам	
iitek	at least; sure; alright; still; but on the other hand	particle; expresses mild assent after insistence or an adverse condition; iitek, taawa ataasiq nuluq ‘at least there is one teabag’; Pimakanga uyughani, "Iitek tazinga aghnangusimayaghamken.” ‘She said to her younger brother, “At least now I’ve found a woman for you.”’ (UNGIPAGHAGH. 160); Quyngim ivalungi amestaaghhaaluki qiipiluki tespagavek atuqaqut. Aghveghem pingi qayughllak ilangi, iitek ilangi taaqegkayuget amestaaghhaaluki. ‘They used reindeer sinew making it into a thin thread. Whale sinew (was used) too, but on the other hand it (the reindeer sinew) could be made thin.’ (SIVUQ. NANGEGH. 1:96); Whanga liitellemni sangwaa maana maaten atughput ukavansaghtuq. Iitek allgeghluni ayuquq, taawanginaq ukavanteftuq. ‘When I was gaining awareness, the kind of clothing we wear nowadays was scarce. It did come in all right, but it was in short supply.’ (SIVUQ. NANGAGH. 1:94)	ӣтык	
iitekqun, iitegqun	perhaps; usually	particle	ӣтыкқун; ӣтыхқун	
iivani	in the area at the limit of one's hearing; afar; in the far distance	particle; yugayu iivanlluni qalghiitiiq ‘the loon sang a song from afar’; cf. iivagh-	ӣвани	
iiwen	just when; once again; subsequently; then; also; still; or else	particle; iiwen aghsaghtughaqaa, sama angyat kaateqeghsimalghiit ‘just when it was close to morning, the boat finally came’; saaftegpenaan, iiwen aghyughlleqamken ‘don't touch it or else I'll punish you’; iiwenllu tengegkayuget kaasaghtughaqut tagitugughtaa ‘just when the plane was about to arrive it got foggy’; akuwaaghhaaneng iiwen unugaqaa igaqenka taaqegpenaki ‘since the other day once again it became night before I could finish my paperwork’; Maaten liisalghiinga, Tapghaaghaghqun, iiwen siqineq tevighyaghtuughaquq tamlagtukut. ‘Then, as I’ve learned, just when the sun was about to set we beached at Tapghaaghaq.’ (SIVUQ. NANGEGH. 2:162); Iiwen, Qateghyiighaghhaay, meghtanghilkuvek, ighsakuvek, tuqulluten, gaaghluten, neghelleqamken. ‘Or else, little birdy, if you don’t fetch water, if you refuse, then after killing you and cooking you I’ll eat you.’ (UNGAZ. UNGIP. 32)	ӣӱын	
iiwenllu	just when	particle;  Iiwenllu quulngughutanga aghneq lliighaquq naayghamun qaygeghsimalghiit. ‘And just then when it became noon they got the top of the mountain.’ (UNGAZ. UNGIP. 23)	ӣӱынлью	
iiwenngam	if it is so	particle	ӣӱынңам	
iiwenqun	just when	particle	ӣӱынқун	
iiwleng	every time; all the time; always; repeatedly	particle;  tagineghmini iiwleng nenglaghtaqiinkut ‘every time he comes over he makes us laugh’; taana iiwleng kinguteghllak ‘he is always very late’; tagiiqelghii uksustaghhiinaghmi iiwleng ‘he comes only in winter all the time’; Liilightuusaq taana, uyiiteng quunpeng uughqan tunganganilluki iiwleng pisqellelget. Qayughllak ayumiq nanghiiqaalghiit, yuget ayveghmun nusugniiqiit uyiighqun iglakaqat. ‘That law is that the harpoon rope must be on the south side at all times. Because they experienced it long ago, they said men who have become entangled by the rope were pulled into the water.’ (SIVUQ. NANGAGH. 1:128); Iiwleng upenghaanneghagu pangeghtaqelghiikut. ‘All the time, when it became spring, we would go to Chukotka.’ (PANGEGH. 48)	ӣӱлың	dctulf. gjcnjzyyj. j,sxyj
ikfiqnaghhalek	how anxiety provoking!; how awesome!; how wonderful!	particle	икфиқньаҳалык	
ikiifsin	at last; finally	particle; ikiifsin aglaghyaghtughtuq ‘at last he's about to go home’; Ikiifsinnguq nemnni samani Sivuqaghhaghmi tawaten uniiliqeghllagluta qutengeqaghhnemta taghyiighaqsaghtukut. ‘Down in Gambell, when we finally came ashore after a long ordeal at sea, we would remove the salt.’ (SIVUQ. NANGAGH. 2:126)	икӣфсин	
ikiki	under no circumstances; one should not  	Chukotkan (R); particle	икики	vt;l>. dshf;f/ott cnhjujt gjdtktybt cvjnhb, ytkmpz-ytkmpz. yb d rjtv ckexft
ikiqun	but yet; but already; but on the other hand; and still yet; but wait until; but already	particle; Whaten igaghyami ikiqun uglaghllak whangkuta teacher-kegkaqenghilkefut. Nulighqutiinalghiit. Maatenllu teacher-eghllagughlleghhii. ‘But when we were going to school, there were so many of us students who had just a teacher and his wife. Right now, there are many teachers in the school.’ (SIVUQ. NANGAGH. 3:96); Taawa tesamani tepluni angyaghpallugem ingluvingha. Taawa quuguluni qalqalimaqulleghtuftuq. Quukluku taana. Tamaa telaanangam sangi, napaghyii sanighyaghwaaghi. Ikiqun quyngighqwaaghet angaghquqaqeftiit. ‘There, the great big old ship’s wreckage washed ashore. There was wood that they chopped. It was used for firewood, the sail halyards and masts. But already, the reindeer herders had been hauling it away.’ (SIVUQ. NANGAGH. 2:166)	икиқун	
ikiwan	if they can or if it can happen to them (then we could or it could happen to us); it can happen to others too; even them/him	particle; Naagumi ikiwan qaaynganilnguum nateghqameggnun angighhutaqegkanginkut. ‘Even us he rubs onto sole material from above [as if we were dirt].’ (UNGIPAGHAGH. 43); Whangkutallu taakut ikiwan aklungilnguut, Tanengankut. ‘Our (hosts) too even they were pretty well off, Tanenga and family’ (PANGEGH. 8)	икиӱан	
ilangakun	sometimes	particle	иляңакун	
ilangani	meanwhile; some of the time	particle	иляңани	
ima	too bad!; oh no!	particle; ima aanuq ‘too bad, he went out’; cf. iimna	има	
imallu	not as planned	particle	ималью	
imamta	even though I told him/her …	particle; Kii-i aghnaq pineghllugllapiwaa. Imamta ineghtaqsiikun! ‘Boy, that woman is sure disobedient. And here I did warn her!’ (UNGIPAGHAGH. 134)	имамта	
imamtawha	time after time	particle	имамтахӱа	
imaqun	too bad!	particle	имақун	
imatuq	I don't think so	particle	иматуқ	
imukun	it's about time!	particle; cf. iimna	имукун	rfr ybrjulf ght;lt\ dgthdst\ bjkmrj ctqxfc
inekiitek	well maybe, as a matter of fact; if I do something; if perchance	particle; = enekiitek	иныкӣтык	
ineqsunaghhalek	how cute!; how pretty!; how attractive!’; how beautiful!	particle	инықсюнаҳалык	
inglugtun	with both sides; with both arms	particle	иңлюхтун	
inqun	just because; in order to; of course	particle	инқун	
inwa, inwallu	not even; without even	particle; Whangkuta katam quyngilegni, iwerngaqun nasiqutestaqiinkut piyukellemtestun inwa tukfighluku. ‘Those of us who owned reindeer could get as much as we wanted not even having to pay for of it.’ (SIVUQ. NANGAGH. 2:84)	инӱа, инӱалью	
ipa	the truth; in truth; in fact	ipanguuq ‘it is true’; also a particle: Pilugugluni aatkallegaghhani taakut aghyughllakat iqisaqminiki pinilghiimeng aalluni, nuyani pinighsaghwaaghyaqminigu, aghnaaftughnguq ipa. 'After he got dressed, when he took off his old worn out clothes and put on good clothing, when he fixed his hair, well, "he" evidentally was a female in fact!' (AYUM. UNGIP. II:7)	ипа	
ipallu	unexpectedly; out of the ordinary	particle; ipallu qaspighqelluku taghnughhani aqlaghangilngughmi aanutaa ‘she dressed her baby more than would be expected on the warm day and took her outside’	ипалью	
ipapestaaq	of course; certainly; truthfully	particle	ипапыстāқ	
ipapik	correctness; truth; reality; indeed; really; truthfully	ipapigestun ‘like reality’; ipapiglluggaghestun ‘as if it were real’; also functions as aparticle: "Ukamangaatnguzin?" "Ipapik."  ‘“Are you Ukamangaan?” “Indeed (I am).” (UNGIPAGHAGH. 5); Angyalegtam aapsimakanga, "Ipapiik?" Kaanghum pimakanga, "Ipapik." ‘The captain asked him, “Really?” Kaanghu answered, “Really.” (UNGAZ. UNGIP. 42); Iwernga elpek alingumangilnguten, ipapik  iknaquten. “However you weren’t scared, for indeed you are strong.” (AANGHHAQ 38)	ипапик	
iseki	how cold!	exclamatory particle; said when coming into contact with cold liquid or solid	исыки	
isi, isigima	I thought (mistakenly) that; it seemed that	particle; … isi keviiwaqelghii quyngim keviqaqegkanga isigima. Liitngwaaghlunga piyalghiinga aghveghwaaqeftuq aghvengllaqaghhaq. ‘… I thought it was a sausage, stuffed with reindeer, so it seemed. After I learned what was what I realized that it was a figurine or a whale, an image of a whale. (SIVUQ. NANGAGH. 2:144); Taagken neghulluta, apeghiighluta, elngaataall, isigimaqun laluramkestun ayuqumalghiit nangaghneghit ... neghnaqillghit, sangighquqayuget. Tipelelget, salget. ‘Then we ate, afterwards, it sure seemed to me, that their customs where like that of the white people … the way they eat, how they washed the dishes. They had tables and other such things.' (PANGEGH. 3)	иси, исигима	
itagnaghhalek	so fine!; so satisfactory!	exclamatory particle	итагнаҳалык	
itagnatun	in a satisfactory way; satisfactorily; appropriately; acceptably	particle	итагнатун	
itararat, itararay	danger!	particle; signals real or imagined danger (?)	итарарат, итарараӥ	
itupill	perhaps it's better that; preferably	particle; Entaqun kiyaghneghem meghmi tuqusnegha ighlekaanga. Itupill quutmi tuqusqesimakanganga. ‘Maybe God doesn’t want me to die in the water. He wants me preferably to die on land.’ (UNGIPAGHAGH. 10)	итупиль	
itupilqun	perhaps; preferably	particle	итупильқун	
iwernga	but then; only; yet; anyway; however	particle; eslallugughtesugnisaghaa iwernga siqinghuughtaa ‘it looked like it was going to rain but then the sun began to shine’; Ungipaghaninguq imani nenglumelnguq taana aghnaghaghhaq ellnginaghhaalghii, iwernga aghnaghaghpaggaaghtekaq, anglighpakaghhaq. ‘Among the stories of long ago, there was a girl alone in an underground house, but fortunately she was a grown-up girl.’ (AYUM. UNGIP. I:29); Nenglum ulimallghanun nuughtuutkaagunga. Nallukanka enkaam. Iwernga iignallu Qaygeghtaankut mangteghiita ukakaghaanilnguq Waamquutem allgeghvikeftaa. ‘I missed out on the building of the underground houses. And so, I don't know about them. But that (ruin) over there that is closer than Qaygeghtaq's house was where Waamquun was born.’ (SIVUQ. NANGAGH. 1:10)	иӱырңа	
iwerngangam	but then whenever	particle; iwerngangam sakengneghmini tuunaqaa ‘but then whenever he gets something he gives some to her’	иӱырңаңам	
iwerngaqun	but; just couldn’t	particle; iwerngaqun aghtughaa itghunneghmeng ‘he just couldn't bring him inside’	иӱырңақун	
iwhani	and so; let’s see now	particle; used when one is groping for the right words to express his thoughts;  Uukat kinenghhat, iwhani pinipigtut September-em uukaghtii. Kineghllagtestegpenaki qeghaataqelghiit eghqwaaghutkaghqaaluki. ‘“Atlantic” cod that had just dried, let's see, are really good when are caught in September. Before they would get too dry they would be bundled and stored.’ (SIVUQ. NANGAGH. 1:92); Aqaa iwhanit aghnaqeghrugaat, Pagaliit. Pagaliit Tuusaankuk Akumutaankuk panigak. ‘Aqaa was a, uhm, beloved woman of the Pagaliit clan. She was the daughter of Tuusaq and Akumutaq.’ (SIVUQ. NANGAGH. 2:22); = piwhani	иӱхани	
iyamsiqanaghhalek	thank you very much; oh, how grateful that makes one!	particle; =  igamsiqanaghhalek	иямсиқанаҳалык	
ka	ouch!	= keka, ka em; exclamatory particle; ka, amigkun qumsekegtunga ‘ouch, I got pinched with the door’	ка	
ka em	ouch!	= keka, ka em; exclamatory particle; ka em, kaapqaghtung sikughqun ‘ouch, I poked myself with a needle’	ка ым	
kaa	oh!	exclamatory particle; expresses excitement or surprise or pleasure; whaaqruk elpek qenwatlu ‘oh, you’re here at last’; kaa, sangaawa allaaghllugaq? oh, what is that unique thing?; kaa, taawallu maaten saqeghllaataghta seghleghnaghhalek ‘oh, the horrid thing that happened to him’	кā	
kaakaa	hush!; quiet!	particle	кāкā	
kaakaangam	quiet down now!	particle	кāкāңам	
kaay, kay	oh dear!; boy oh boy	particle; sometimes pronounced with vowel as in English ‘pay’; kay, angyaput tagillequt neqngunaamta talwa ‘oh dear, our boat will come and we don't even have any food ready’; kay, seghleghhalek legan whaa tengegkayuget aviinnaqut aqfaaghinaqet tuquyulghiimeng esla seghleghughtekanga ‘oh dear, it seems that the plane that was going to come for the deathly ill person cannot come due to the horrible weather’; Maalghuk ighuk ugugnaghaam ighukek neghumakek. Taagken aghnam pimakanga, aqsanga kenegraamaan, "Kaay aqsan aafkaghllequq." ‘He ate two legs of the shrew. Then the woman said to him, while poking his stomach, “Oh dear, your stomach will burst.”’ (UNGIPAGH. 80); Taagken taaqsata, kaay aghnaghaat qamaken anglinghhaghllugllaget aanleghaasalghiimeng, blue-meng (sunqaghyukegtameng) keniilluteng, qateghrakegtameng blouse-luteng (ggatelluteng). ‘Then when they were finished, boy oh boy, teenage girls from inside came out, wearing blue dresses with white blouses.’ (PANGEGH. 35)	кāӥ, каӥ	
kakaa	listen!	exclamatory particle	какā	
kakuuy, kakguuy	oh my!	exclamatory particle; expresses surprise, fear, wonder or dismay at what one has experienced; = kuy	какӯӥ, какхӯӥ	
kalugllaka	oh, how big!	particle	калюхльяка	
katam	like; just like; one's own	particle; katam whaten ‘just like this’; Legan aga anengaat taakwagun nalugutqaghtaghtuq kiwavek uteghvanun. Tawaten katam legan ellngallu nukalpigaq nalugutaaghtuq ighungitgun aghnaghaat. Their older brother would just dive further back towards the east. The young man too just like that would land in between the legs of the girls. (AYUM. UNGIP. IV:4); Tuquneghmeggni mesii qugaaghqwaakayuguniluki, ilangi katam juice-estun ayuqniiqanka. ‘When they ferment, their juice would become quite sour; I would say some of it was just like (orange) juice.’ (SIVUQ. NANGAGH. 1:90); … nunami whani, katam qilagmelngughestun. ‘… on earth as in heaven.’ (Matthew 6.10)	катам	
katamqun	barely; only	particle;  katamqun taawa qayuusim imaghhaa siipsimalghii pagunghaq saghnakaq ‘there are only a cup left of the berries that were picked’; Maaten ilangani nunalgutangit qamaglluteng Quyillegqaasimalghiit. Katamqun yaywaalingiighhaak  unegsimalghiik. ‘Then one time their fellow villagers all went off with the Chukchis. Only the two little orpans remained behind.’ (UNGAZ. UNGIP. 61)	катамқун	
kavighruggalek	oh, what a pity!	Chukotkan (R); exclamatory particle	кавиӷрухалык	jq rfr ;fkrj. rfrfz ;fkjcnm>
kavitun	being red	particle; kavitun ayuquq ‘it is red, it’s like it’s red’	кавитун	
keka	ouch!	= ka, ka em; exclamatory particle; keka, aqnighqaghpenga ‘ouch, you’re hurting me’	кыка	
kemkelleghaq	food particle between teeth		кымкыльыӷақ	
kemkiili-	to pick one's teeth; remove food particle from between teeth	kemkiiliiq ‘he is picking his teeth’ /= kumkiili-	кымкӣли-	
kenlanga	continuing from then, or until then	particle; Taagken kenlanga meteghlluk tagneghtaa, teghla aqaleghyagughtaa. ‘Continuing from that point on the raven has been black and the owl variegated.’ (AANGHHAQ 28); Drum-a tamaana ullghitaghtaghluku atghaataqaat kenlanga naangellghanun. ‘They would roll the drums back until they were all finished.’ (SIVUQ. NANGAGH. 1:52); Taagken kenlanga yuggaq unangyiitkuvinghaaq unangyughqaamakanga. ‘Then so, from then on, the man who was once an unsuccessful hunter, was now a very successful hunter.’ (UNGIPAGHAGH. 119); Apeghnaqaqa ungipaghaq kenlanga naangwaaghtestellghanun kaalluku. ‘I will tell the story until I reach the very end.’ (SLI JR. DICT. 77)	кынляңа	
kenlughmun	instead; in the least expected way or place; by the least expected person; in a contrary or opposite way	particle; kenlughmun uyughaan liisimakeftaa ‘his younger brother knew it instead of him’; kenlughmun angelleghtani uteghmun apeghtughii ‘instead he taught someone older than he was (where it was supposed to be the older teaching the younger)’; kenlughmun ‘(going) the opposite way; (acting) to the contrary’	кынлуӷмун	
kerek	come! (to call puppy)	particle; articulated repeatedly to call a puppy	кырык	
kergam	no sooner than; ready to act	particle; Angayuqanka nallukanka, anglegutenka.  Kergam taghnughhaalunga iflalaghasimalghiit. ‘I didn’t know my parents or siblings. I was no more than a child when they died.’ (SIVUQ. NANGAGH. 3:106)	кыргам	
kergamqun	just when	particle	кыргамқун	
ketaatkin	but unfortunately	particle; Chukotkan	кытāткин	
ketamsaswha	at once; suddenly; unexpectedly; in a little while with determination	particle; Chukotkan	кытамсясӱьа	
ketanqusnaq	running fast	adverbial particle; Alinguq, uuvganeng araamaghmi ketanqusnaq qimagtuq. ‘She was frightened and from that moment screaming she fled running fast.’ (SIVUQ. NANGAGH. 3:208)	кытанқусньақ	
ketwhelqun	still; finally	particle; a comment on change or continuance; ketwhelqun sugagpenani nuqetuq qasiigalkangat ‘he still didn’t get angry even if they were giving him a hard time’; umegneghughtaa ketwhelqun muluulghii aliineghluk ‘it finally got stormy after a long period of good weather’; … qaya paamna nenglulighvigilnguq tangeghtughllak. Ketwhelqun, Uygunani kana allameng taana Kangkiilghem asinganiqun, taghnughhaghhiit estungigatut. ‘… the hillside it was too hard for making underground houses. On the other hand you know, at Uygunat, down there below Kangkiileq, (it was so steep that it’s a wonder that) children didn't slide off them.’ (SIVUQ. NANGAGH. 3:18)	кытӱыльқун	
kii2	gee!; oh!	exclamatory particle; Unallu pinighyalghii iigna igaghvik una ukaliq naafqellghem kenlenga taana, pinighllagyalghii. Kii tawani aqfaquuteghllagaqsalghiit. Ilulighneghitgun whangkuta mekestaaghhaghni. ‘This too was good, the school over there, the one on this side, at the end of the ruins, it used to be good. Gee, they used to run there a whole lot. We small ones would participate inside of them.’ (SIVUQ. NANGAGH. 1:16); Mekestaaghhaaluta ighivgaghmillu nulughyaatet taglanghata kayuliiragkiineghmeggni kii puyughllugllawaaquq. ‘When we were small, in school too, when the fisherman came in, they would cook sculpins, and oh, it would become very sooty.’ (SIVUQ. NANGAGH. 1:82); Tawaten ataasimi aghneghmi Kiiluuq aaghhneghlliqumalghii  esnamun samavek elqwaaghyaghnaluni. … Kii, qagighllaguftughnguq. ‘One day Kiiluuq being stubborn like that went to the shore down there to gather seaweed. Gee, the waves were big, so it is said.’ (KIILUUQ 3)	кӣ2	
kiik	summer; last summer	kiilqusiq ‘all summer’; kiigtaq ‘something from last summer’; kiik as a particle, ‘last summer’; see also kiig-	кӣк	
kiikun	next summer	particle	кӣкун	
kingumun	in the future; from now on	Chukotkan (R); particle	киңумун	d lfkmytqitv. dghtlm
kinguvaghhaaneng	unexpectedly	particle; specifically, when something is done by one whom you had least expected to do it	киңуваҳāның	
kinguvaqwaaqun	later on	particle	киңувақӱāқун	
kipiinaghmun	continuously in the opposite direction	particle	кипӣнаӷмун	
kipughmun	the opposite direction	particle	кипуӷмун	
kipullegmun	in the opposite direction	particle; Ii, quyaknaqniiqaa aghnaghaam piyaqminigu, tengvimun, kipullegmun, naangan piyaqminigu. ‘The girl thought she (her mother) would be happy, but her mother’s reaction was just the opposite.’ (SIVUQ. NANGAGH. 2:246)	кипульыгмун	
kiyang	mostly; usually	particle; Amighqwaaq kiyang atkukaqsaqangat, sukilpaq, alpa, metghaq, kang'ghwaagmengllu atkukayuguyaghpetut. ‘Parkas were usually of bird skin; crested aukle, murre, eider, and oldsquaw were used in parkas.’ (SIVUQ. NANGAGH. 1:104); Tawanillu Pinaghvigmi kiyang matum qiighqam qawaaga kaatquutkayuk. ‘In the same month of June mostly this island’s bird population came back.’ (SIVUQ. NANGAGH. 1:136); Kiyang quyngimetutemneng nallukegkegka sangwaa ilanga, nemun tagilqungigalnguunga kiyang quyngimetkayugulghiinga qayughllak. ‘I was unaware of some things going on because I was usually with the reindeer. I didn’t go home since I spent most of the time with the reindeer.’ (SIVUQ. NANGAGH. 2:64)	кияң	
kuketun	very brightly	particle	кукытун	
kukguuy	oh!	particle; an exclamation of surprise, fear, wonder or dismay at having undergone an experience; = kakuuy, kuy, kuukguuy	кукхӯӥ	
kukugugg,	oh good!	particle; = kwugg	кукугух	
kumkelleghaq	food particle between teeth		кумкыльыӷақ	
kumkiili-	to pick one's teeth; to remove food particle from between teeth	kumkiiliiq ‘he picked his teeth’ / = kemkiili-	кумкӣли-	
kuukguuy	oh!	particle; an exclamation of surprise, fear, wonder or dismay at having undergone an experience; = kakuuy, kuy, kukguuy	кӯкхӯӥ	
kuy, kuuy	oh!	particle; exclamation of surprise, fear, wonder or dismay at having undergone an experience; = kakuuy, kukguuy	куӥ, кӯӥ	
kwugg	oh good!	particle; = kukugugg	кӱух	
langetaq	maybe; might; likely; I think	Chukotkan; particle; = lengetaq; Aa-a weni inga umiilegput aqnighaquq aqsamineng. Langetaq aqfalleqaatnga. ‘Okay, our chief is in pain from his stomach. Maybe they’ll come get me.’ (UNGIPAGHAGH. 29); Angigum pii Ukaziq, “Qinuyupigtunga.” “Langetaq ughugnaquten, enkaam qinuyugtuten.” akitaa Ukazim. ‘Snow said to Hare, “I’m very upset.” “Most likely you’re going to melt, and (that’s why) you’re upset.” Hare answered him.’ (AANGHHAQ 37)	ляңытақ	
legalngun	how fortunate (in one’s catch)!	particle; legalngun una unangsaamaaq ‘how fortunate; this one got a lot of seals’; legalngun tepaq sivungiisimaa ‘how fortunate; he picked the sea food before anyone else could’	лыгалңун	
legalngunaghhalek	how valuable it is!	particle	лыгалңунаҳалык	
